60	60	80	90	90	90	100	100	110	120	120	120	130	130	140	140	170	180	180	190	60	70	70	90	110	120	120	120	120	120	130	130	140	150	150	150	150	160	160	180	83	11	120	125	1473.684211	1057.894737	0.309259437	-0.527302936	9960	1375	55
40	50	60	60	90	90	90	100	110	110	110	110	110	120	120	120	130	140	150	190	70	80	90	90	90	100	100	100	110	110	110	120	120	130	130	140	140	140	140	190	98	77	105	115	1257.894737	763.1578947	0.170662168	0.768394503	10290	8855	61
40	40	50	50	50	60	60	70	70	70	70	80	80	80	90	90	100	110	110	130	60	70	90	90	90	90	100	120	120	120	120	120	130	130	130	130	140	150	150	150	24	15	75	115	605.2631579	689.4736842	0.489555581	-0.492143778	1800	1725	57
60	80	80	90	90	100	100	100	100	110	120	120	120	120	130	130	140	160	170	180	70	70	80	80	80	80	90	90	90	90	100	110	110	110	120	130	150	170	180	200	78	92	115	110	952.6315789	1431.578947	0.473823767	1.088639981	8970	10120	60
80	90	90	100	110	120	120	120	120	120	130	130	130	140	140	150	150	160	200	200	60	80	90	90	100	100	110	110	110	110	110	120	120	120	130	140	160	160	190	190	37	40	130	120	1010.526316	1147.368421	0.736270272	0.650243636	4810	4800	58
40	50	60	70	70	70	70	80	80	80	80	90	100	100	100	100	110	110	110	130	80	80	80	90	90	100	100	100	110	110	110	120	120	130	130	130	130	140	160	190	71	45	85	115	510.5263158	784.2105263	-0.056174426	0.914699697	6035	5175	50
20	50	50	60	70	70	70	70	90	90	100	100	110	110	120	120	120	120	130	130	50	70	80	90	90	90	100	100	100	110	110	120	120	120	130	140	140	140	150	150	71	65	90	110	968.4210526	747.3684211	-0.494535355	-0.301291814	6390	7150	67
70	70	80	80	80	90	110	110	110	110	120	120	130	130	130	130	140	140	150	200	60	60	70	70	80	80	80	80	100	100	100	100	110	110	120	120	140	140	190	190	48	64	115	105	1005.263158	1394.736842	0.635325394	1.026316666	5520	6720	72
80	90	100	120	120	120	130	130	130	130	140	140	140	140	140	140	150	170	190	200	50	60	70	80	90	90	90	100	100	110	110	120	120	120	120	130	130	150	160	200	34	52	135	110	836.8421053	1231.578947	0.39481403	0.599697791	4590	5720	52
50	60	70	100	100	100	110	110	110	110	110	120	120	120	120	130	130	130	140	160	30	40	40	40	50	60	60	60	60	70	70	70	80	80	90	90	90	120	140	160	49	61	110	75	684.2105263	1131.578947	-0.687915059	1.051176192	5390	4575	64
70	100	110	110	110	110	110	120	120	130	130	140	140	140	150	150	150	150	160	200	70	80	80	90	90	100	100	100	110	110	110	120	120	130	130	130	130	140	160	200	63	82	130	115	757.8947368	910.5263158	0.310564997	1.014134471	8190	9430	62
90	100	100	110	110	110	110	120	120	120	120	130	130	130	140	150	160	170	180	200	50	70	90	100	100	100	110	110	110	120	120	120	120	120	120	120	130	130	130	130	52	63	130	110	831.5789474	431.5789474	0.93224424	-1.517730844	6760	6930	54
30	60	100	100	100	100	110	110	110	110	110	120	120	130	130	140	170	170	180	200	40	80	80	90	90	90	100	100	110	110	110	110	120	120	120	130	140	140	150	170	56	78	120	110	1547.368421	831.5789474	0.005322863	-0.175640219	6720	8580	49
10	80	100	110	110	110	110	110	110	120	120	120	120	120	130	130	140	150	150	150	80	90	90	90	90	110	110	110	110	120	120	120	120	120	120	120	140	140	200	200	59	37	115	120	921.0526316	1010.526316	-2.034165555	1.452368755	6785	4440	66
60	70	80	80	80	80	80	90	90	100	100	110	110	120	120	120	120	130	130	130	80	90	90	100	110	120	120	120	120	120	130	130	130	140	140	150	150	160	200	200	33	39	100	130	484.2105263	1010.526316	-0.091223296	0.736270272	3300	5070	69
60	90	100	100	110	110	120	120	120	120	130	130	140	140	150	150	160	170	180	200	60	70	70	80	90	90	100	100	100	120	120	120	120	130	130	140	140	140	140	140	32	37	130	110	1073.684211	705.2631579	0.147346892	-0.415164578	4160	4070	51
50	70	80	90	100	100	110	110	110	110	120	120	120	120	130	150	150	170	190	200	40	50	60	60	70	70	70	70	70	70	70	80	80	90	90	90	90	100	120	160	62	71	120	80	1410.526316	673.6842105	0.46481234	1.463788683	7440	5680	63
40	40	50	70	80	90	100	100	110	110	140	140	140	140	150	150	150	160	170	170	40	70	70	100	100	100	110	110	110	120	120	130	140	140	160	160	160	180	180	200	61	54	115	125	1794.736842	1668.421053	-0.46873498	-0.090329781	7015	6750	65
50	60	60	70	70	80	90	90	90	100	110	110	110	120	120	120	140	150	170	190	60	80	90	90	90	90	90	100	100	100	120	120	120	130	140	150	160	180	190	200	57	31	105	120	1384.210526	1515.789474	0.600808402	0.669787977	5985	3720	53
30	60	60	60	60	60	70	70	70	70	80	80	80	90	90	100	100	100	110	160	70	90	90	100	110	110	110	110	110	120	130	130	130	130	130	140	150	160	180	200	28	75	80	125	715.7894737	952.6315789	1.116610793	0.6721686	2240	9375	70
70	90	100	100	100	100	110	110	110	110	110	120	120	120	130	140	150	160	160	190	90	100	100	100	110	110	110	110	120	120	120	120	130	140	140	150	160	170	200	200	69	57	120	130	789.4736842	1010.526316	0.774114548	1.018675307	8280	7410	56
50	70	80	80	100	100	100	110	110	120	120	120	120	120	120	140	140	140	160	200	40	50	50	50	60	80	80	80	90	90	100	100	100	100	110	130	130	140	150	170	51	64	115	95	1089.473684	1289.473684	0.436970852	0.321865889	5865	6080	59
70	70	80	80	90	100	100	100	100	100	110	120	130	130	130	130	140	140	190	190	70	90	100	100	100	100	110	110	120	120	130	130	130	130	160	170	170	180	190	190	74	64	115	130	1142.105263	1242.105263	0.822626552	0.377457814	8510	8320	68
80	90	90	100	100	110	110	110	120	120	130	130	140	150	150	160	160	160	190	200	20	40	50	90	100	100	100	110	110	120	120	130	130	130	140	140	150	150	170	200	79	32	130	115	1105.263158	1836.842105	0.476136051	-0.460941839	10270	3680	71
120	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69	57	120	130	0	0	0	0	8280	7410	80
115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48	64	115	105	0	0	0	0	5520	6720	96
120	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62	71	120	80	0	0	0	0	7440	5680	87
105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98	77	105	115	0	0	0	0	10290	8855	85
130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63	82	130	115	0	0	0	0	8190	9430	86
115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78	92	115	110	0	0	0	0	8970	10120	84
90	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71	65	90	110	0	0	0	0	6390	7150	91
105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57	31	105	120	0	0	0	0	5985	3720	77
115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61	54	115	125	0	0	0	0	7015	6750	89
115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74	64	115	130	0	0	0	0	8510	8320	92
110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49	61	110	75	0	0	0	0	5390	4575	88
100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33	39	100	130	0	0	0	0	3300	5070	93
80	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28	75	80	125	0	0	0	0	2240	9375	94
